,Tile_ID,Lat1,Lat2,Long1,Long2,Mid_lat,Mid_long,Stop_Signs,Bus_stop,Paving,Collisions_Future,Collisions_Historical,Collision_binary_historical,Collision_binary_future
5504,5504,37.7489132368421,37.74981684210526,-122.42437684057973,-122.42551695652176,37.749365,-122.424947,1.0,0.0,0.0,0.0,2.0,1,0
4395,4395,37.74078078947368,37.74168439473684,-122.3890332463768,-122.39017336231883,37.741233,-122.389603,0.0,0.0,0.0,1.0,1.0,1,1
9260,9260,37.77873221052632,37.77963581578948,-122.39701405797102,-122.39815417391306,37.779184,-122.397584,0.0,1.0,0.0,3.0,6.0,1,1
8590,8590,37.77331057894737,37.77421418421052,-122.40157452173914,-122.40271463768116,37.773762,-122.402145,0.0,0.0,13.0,1.0,1.0,1,1
10056,10056,37.785057447368416,37.78596105263158,-122.41297568115942,-122.41411579710146,37.785509,-122.413546,0.0,1.0,0.0,0.0,1.0,1,0
7567,7567,37.76517813157895,37.7660817368421,-122.39473382608696,-122.39587394202898,37.76563,-122.395304,5.0,0.0,0.0,1.0,1.0,1,1
2135,2135,37.72451589473684,37.7254195,-122.3878931304348,-122.3890332463768,37.724968,-122.388463,4.0,0.0,2.0,0.0,1.0,1,0
10064,10064,37.785057447368416,37.78596105263158,-122.42209660869564,-122.42323672463768,37.785509,-122.422667,0.0,0.0,3.0,3.0,4.0,1,1
8029,8029,37.76879255263158,37.769696157894735,-122.40613498550724,-122.40727510144929,37.769244,-122.406705,1.0,0.0,0.0,0.0,1.0,1,0
8289,8289,37.77059976315789,37.77150336842105,-122.44603904347828,-122.4471791594203,37.771052,-122.446609,4.0,0.0,0.0,0.0,1.0,1,0
11705,11705,37.80222594736842,37.80312955263157,-122.41297568115942,-122.41411579710146,37.802678,-122.413546,4.0,3.0,0.0,2.0,1.0,1,1
11491,11491,37.79951513157894,37.8004187368421,-122.42551695652176,-122.42665707246375,37.799967,-122.426087,0.0,0.0,0.0,3.0,1.0,1,1
3787,3787,37.736262763157896,37.73716636842105,-122.37877220289856,-122.37991231884058,37.736715,-122.379342,2.0,2.0,0.0,1.0,2.0,1,1
10183,10183,37.78596105263158,37.78686465789474,-122.43235765217392,-122.43349776811594,37.786413,-122.432928,0.0,1.0,0.0,1.0,1.0,1,1
3093,3093,37.73084113157894,37.7317447368421,-122.42095649275365,-122.42209660869564,37.731293,-122.421527,5.0,0.0,4.0,0.0,1.0,1,0
3440,3440,37.73355194736842,37.73445555263157,-122.39017336231883,-122.39131347826088,37.734004,-122.390743,0.0,5.0,0.0,6.0,9.0,1,1
10297,10297,37.78686465789474,37.78776826315789,-122.43805823188409,-122.43919834782608,37.787316,-122.438628,0.0,0.0,2.0,3.0,1.0,1,1
11169,11169,37.79590071052631,37.79680431578947,-122.41639602898552,-122.41753614492754,37.796353,-122.416966,5.0,0.0,0.0,1.0,1.0,1,1
4424,4424,37.74078078947368,37.74168439473684,-122.42209660869564,-122.42323672463768,37.741233,-122.422667,0.0,4.0,0.0,4.0,3.0,1,1
11944,11944,37.8049367631579,37.80584036842105,-122.4437588115942,-122.44489892753624,37.805389,-122.444329,3.0,0.0,1.0,2.0,1.0,1,1
8712,8712,37.77421418421052,37.77511778947368,-122.40955533333334,-122.41069544927537,37.774666,-122.410125,0.0,2.0,0.0,2.0,4.0,1,1
8922,8922,37.77602139473685,37.776925,-122.39359371014493,-122.39473382608696,37.776473,-122.394164,0.0,6.0,0.0,5.0,5.0,1,1
1555,1555,37.719997868421046,37.72090147368421,-122.45401985507247,-122.4551599710145,37.72045,-122.45459,8.0,0.0,0.0,0.0,1.0,1,0
10150,10150,37.78596105263158,37.78686465789474,-122.39473382608696,-122.39587394202898,37.786413,-122.395304,0.0,1.0,5.0,4.0,1.0,1,1
7131,7131,37.76156371052632,37.76246731578947,-122.41639602898552,-122.41753614492754,37.762016,-122.416966,0.0,0.0,0.0,3.0,3.0,1,1
8239,8239,37.77059976315789,37.77150336842105,-122.3890332463768,-122.39017336231883,37.771052,-122.389603,0.0,1.0,0.0,1.0,1.0,1,1
8741,8741,37.77421418421052,37.77511778947368,-122.4426186956522,-122.4437588115942,37.774666,-122.443189,4.0,0.0,4.0,0.0,1.0,1,0
9628,9628,37.781443026315785,37.78234663157895,-122.43349776811594,-122.43463788405798,37.781895,-122.434068,3.0,0.0,0.0,0.0,1.0,1,0
10079,10079,37.785057447368416,37.78596105263158,-122.43919834782608,-122.44033846376811,37.785509,-122.439768,0.0,2.0,0.0,0.0,3.0,1,0
11643,11643,37.80132234210527,37.80222594736842,-122.42551695652176,-122.42665707246375,37.801774,-122.426087,0.0,0.0,1.0,4.0,4.0,1,1
6720,6720,37.757949289473686,37.75885289473684,-122.474541942029,-122.47568205797104,37.758401,-122.475112,8.0,0.0,6.0,1.0,1.0,1,1
10566,10566,37.78957547368421,37.79047907894737,-122.40727510144929,-122.40841521739132,37.790027,-122.407845,1.0,0.0,0.0,2.0,2.0,1,1
11071,11071,37.79499710526316,37.79590071052631,-122.39701405797102,-122.39815417391306,37.795449,-122.397584,0.0,0.0,0.0,1.0,1.0,1,1
6668,6668,37.757949289473686,37.75885289473684,-122.41525591304348,-122.41639602898552,37.758401,-122.415826,4.0,0.0,0.0,0.0,2.0,1,0
595,595,37.71276902631578,37.71367263157895,-122.43349776811594,-122.43463788405798,37.713221,-122.434068,2.0,2.0,0.0,2.0,6.0,1,1
7777,7777,37.7660817368421,37.76698534210526,-122.50532507246378,-122.5064651884058,37.766534,-122.505895,3.0,0.0,0.0,0.0,1.0,1,0
9591,9591,37.781443026315785,37.78234663157895,-122.39131347826088,-122.3924535942029,37.781895,-122.391884,0.0,0.0,5.0,3.0,2.0,1,1
4553,4553,37.74168439473684,37.742588,-122.42893730434784,-122.43007742028986,37.742136,-122.429507,1.0,1.0,0.0,0.0,1.0,1,0
11171,11171,37.79590071052631,37.79680431578947,-122.41867626086956,-122.4198163768116,37.796353,-122.419246,0.0,0.0,0.0,0.0,1.0,1,0
6712,6712,37.757949289473686,37.75885289473684,-122.46542101449276,-122.46656113043478,37.758401,-122.465991,4.0,3.0,4.0,0.0,1.0,1,0
3946,3946,37.73716636842105,37.738069973684205,-122.42323672463768,-122.42437684057973,37.737618,-122.423807,1.0,1.0,0.0,5.0,5.0,1,1
2063,2063,37.72361228947368,37.72451589473684,-122.45401985507247,-122.4551599710145,37.724064,-122.45459,0.0,0.0,0.0,0.0,2.0,1,0
10170,10170,37.78596105263158,37.78686465789474,-122.41753614492754,-122.41867626086956,37.786413,-122.418106,1.0,1.0,0.0,3.0,8.0,1,1
927,927,37.71547984210526,37.716383447368415,-122.42893730434784,-122.43007742028986,37.715932,-122.429507,0.0,0.0,0.0,0.0,1.0,1,0
763,763,37.71367263157895,37.714576236842106,-122.49734426086955,-122.4984843768116,37.714124,-122.497914,0.0,0.0,0.0,0.0,1.0,1,0
9100,9100,37.776925,37.77782860526315,-122.46998147826088,-122.4711215942029,37.777377,-122.470552,4.0,1.0,0.0,0.0,1.0,1,0
4036,4036,37.738069973684205,37.738973578947366,-122.3890332463768,-122.39017336231883,37.738522,-122.389603,2.0,0.0,0.0,4.0,3.0,1,1
10748,10748,37.791382684210525,37.79228628947368,-122.41297568115942,-122.41411579710146,37.791834,-122.413546,0.0,0.0,0.0,2.0,2.0,1,1
10258,10258,37.78686465789474,37.78776826315789,-122.39359371014493,-122.39473382608696,37.787316,-122.394164,0.0,1.0,5.0,2.0,3.0,1,1
11569,11569,37.8004187368421,37.80132234210527,-122.4277971884058,-122.42893730434784,37.800871,-122.428367,0.0,1.0,0.0,6.0,1.0,1,1
5919,5919,37.75162405263158,37.75252765789473,-122.48594310144928,-122.48708321739132,37.752076,-122.486513,6.0,0.0,1.0,1.0,2.0,1,1
10186,10186,37.78596105263158,37.78686465789474,-122.435778,-122.43691811594204,37.786413,-122.436348,0.0,0.0,0.0,0.0,2.0,1,0
10282,10282,37.78686465789474,37.78776826315789,-122.42095649275365,-122.42209660869564,37.787316,-122.421527,0.0,1.0,0.0,5.0,3.0,1,1
9392,9392,37.77963581578948,37.78053942105263,-122.4198163768116,-122.42095649275365,37.780088,-122.420386,0.0,4.0,0.0,10.0,5.0,1,1
3364,3364,37.732648342105264,37.73355194736842,-122.44147857971016,-122.4426186956522,37.7331,-122.442049,2.0,0.0,3.0,0.0,1.0,1,0
12103,12103,37.80764757894737,37.80855118421053,-122.40841521739132,-122.40955533333334,37.808099,-122.408985,0.0,0.0,0.0,3.0,2.0,1,1
11983,11983,37.80584036842105,37.806743973684206,-122.40955533333334,-122.41069544927537,37.806292,-122.410125,0.0,0.0,0.0,2.0,5.0,1,1
9514,9514,37.78053942105263,37.781443026315785,-122.43121753623188,-122.43235765217392,37.780991,-122.431788,0.0,0.0,0.0,5.0,4.0,1,1
6000,6000,37.75252765789473,37.75343126315789,-122.4426186956522,-122.4437588115942,37.752979,-122.443189,0.0,0.0,0.0,0.0,1.0,1,0
4178,4178,37.738973578947366,37.73987718421053,-122.41639602898552,-122.41753614492754,37.739425,-122.416966,5.0,1.0,0.0,0.0,2.0,1,0
6252,6252,37.754334868421054,37.75523847368421,-122.46884136231884,-122.46998147826088,37.754787,-122.469411,0.0,0.0,2.0,0.0,1.0,1,0
6710,6710,37.757949289473686,37.75885289473684,-122.4631407826087,-122.46428089855073,37.758401,-122.463711,2.0,3.0,1.0,3.0,4.0,1,1
1624,1624,37.72090147368421,37.72180507894737,-122.39017336231883,-122.39131347826088,37.721353,-122.390743,8.0,0.0,0.0,0.0,4.0,1,0
3233,3233,37.7317447368421,37.732648342105264,-122.43463788405798,-122.435778,37.732197,-122.435208,2.0,0.0,0.0,1.0,2.0,1,1
4792,4792,37.74349160526316,37.74439521052632,-122.42209660869564,-122.42323672463768,37.743943,-122.422667,0.0,0.0,0.0,2.0,6.0,1,1
4236,4236,37.738973578947366,37.73987718421053,-122.4825227536232,-122.48366286956522,37.739425,-122.483093,4.0,0.0,0.0,0.0,1.0,1,0
6750,6750,37.757949289473686,37.75885289473684,-122.50874542028986,-122.50988553623188,37.758401,-122.509315,3.0,0.0,0.0,0.0,2.0,1,0
11646,11646,37.80132234210527,37.80222594736842,-122.42893730434784,-122.43007742028986,37.801774,-122.429507,4.0,0.0,2.0,0.0,1.0,1,0
10061,10061,37.785057447368416,37.78596105263158,-122.41867626086956,-122.4198163768116,37.785509,-122.419246,1.0,0.0,7.0,8.0,8.0,1,1
10459,10459,37.78867186842105,37.78957547368421,-122.3878931304348,-122.3890332463768,37.789124,-122.388463,0.0,1.0,0.0,1.0,6.0,1,1
10210,10210,37.78596105263158,37.78686465789474,-122.4631407826087,-122.46428089855073,37.786413,-122.463711,2.0,0.0,0.0,0.0,1.0,1,0
10158,10158,37.78596105263158,37.78686465789474,-122.4038547536232,-122.40499486956524,37.786413,-122.404425,0.0,1.0,0.0,0.0,6.0,1,0
6155,6155,37.75343126315789,37.754334868421054,-122.48936344927536,-122.4905035652174,37.753883,-122.489934,2.0,1.0,0.0,4.0,1.0,1,1
3141,3141,37.73084113157894,37.7317447368421,-122.47568205797104,-122.47682217391304,37.731293,-122.476252,4.0,0.0,1.0,0.0,1.0,1,0
8621,8621,37.77331057894737,37.77421418421052,-122.43691811594204,-122.43805823188409,37.773762,-122.437488,0.0,0.0,0.0,4.0,6.0,1,1
9941,9941,37.78415384210526,37.785057447368416,-122.40727510144929,-122.40841521739132,37.784606,-122.407845,0.0,4.0,0.0,2.0,1.0,1,1
5255,5255,37.74710602631579,37.74800963157895,-122.40271463768116,-122.4038547536232,37.747558,-122.403285,0.0,0.0,0.0,9.0,9.0,1,1
4616,4616,37.74168439473684,37.742588,-122.50076460869566,-122.50190472463768,37.742136,-122.501335,2.0,0.0,3.0,1.0,3.0,1,1
11157,11157,37.79590071052631,37.79680431578947,-122.40271463768116,-122.4038547536232,37.796353,-122.403285,3.0,0.0,0.0,0.0,2.0,1,0
10756,10756,37.791382684210525,37.79228628947368,-122.42209660869564,-122.42323672463768,37.791834,-122.422667,0.0,2.0,0.0,1.0,2.0,1,1
7707,7707,37.7660817368421,37.76698534210526,-122.42551695652176,-122.42665707246375,37.766534,-122.426087,0.0,0.0,0.0,3.0,6.0,1,1
3268,3268,37.7317447368421,37.732648342105264,-122.474541942029,-122.47568205797104,37.732197,-122.475112,0.0,0.0,0.0,0.0,2.0,1,0
20,20,37.708251,37.70915460526315,-122.41411579710146,-122.41525591304348,37.708703,-122.414686,3.0,0.0,0.0,0.0,1.0,1,0
4060,4060,37.738069973684205,37.738973578947366,-122.41639602898552,-122.41753614492754,37.738522,-122.416966,0.0,0.0,0.0,0.0,1.0,1,0
3005,3005,37.72993752631579,37.73084113157894,-122.46884136231884,-122.46998147826088,37.730389,-122.469411,0.0,2.0,0.0,0.0,1.0,1,0
5855,5855,37.75162405263158,37.75252765789473,-122.41297568115942,-122.41411579710146,37.752076,-122.413546,0.0,1.0,0.0,4.0,3.0,1,1
2446,2446,37.72632310526316,37.72722671052631,-122.44147857971016,-122.4426186956522,37.726775,-122.442049,1.0,0.0,0.0,0.0,1.0,1,0
6670,6670,37.757949289473686,37.75885289473684,-122.41753614492754,-122.41867626086956,37.758401,-122.418106,4.0,0.0,0.0,5.0,1.0,1,1
7924,7924,37.76788894736842,37.76879255263158,-122.41525591304348,-122.41639602898552,37.768341,-122.415826,0.0,2.0,0.0,2.0,5.0,1,1
3333,3333,37.732648342105264,37.73355194736842,-122.40613498550724,-122.40727510144929,37.7331,-122.406705,1.0,0.0,0.0,0.0,2.0,1,0
7321,7321,37.76246731578947,37.76337092105263,-122.50076460869566,-122.50190472463768,37.762919,-122.501335,2.0,0.0,0.0,0.0,2.0,1,0
11772,11772,37.80312955263157,37.804033157894736,-122.40727510144929,-122.40841521739132,37.803581,-122.407845,3.0,2.0,6.0,0.0,1.0,1,0
7686,7686,37.7660817368421,37.76698534210526,-122.40157452173914,-122.40271463768116,37.766534,-122.402145,0.0,1.0,0.0,1.0,2.0,1,1
7696,7696,37.7660817368421,37.76698534210526,-122.41297568115942,-122.41411579710146,37.766534,-122.413546,0.0,0.0,0.0,0.0,3.0,1,0
10997,10997,37.7940935,37.79499710526316,-122.40727510144929,-122.40841521739132,37.794545,-122.407845,0.0,0.0,0.0,2.0,1.0,1,1
3005,3005,37.72993752631579,37.73084113157894,-122.46884136231884,-122.46998147826088,37.730389,-122.469411,0.0,2.0,0.0,0.0,1.0,1,0
4530,4530,37.74168439473684,37.742588,-122.40271463768116,-122.4038547536232,37.742136,-122.403285,2.0,1.0,0.0,2.0,2.0,1,1
7818,7818,37.76698534210526,37.76788894736842,-122.42323672463768,-122.42437684057973,37.767437,-122.423807,0.0,0.0,0.0,1.0,1.0,1,1
2555,2555,37.72722671052631,37.72813031578947,-122.41411579710146,-122.41525591304348,37.727679,-122.414686,4.0,2.0,0.0,0.0,1.0,1,0
1555,1555,37.719997868421046,37.72090147368421,-122.45401985507247,-122.4551599710145,37.72045,-122.45459,8.0,0.0,0.0,0.0,1.0,1,0
11468,11468,37.79951513157894,37.8004187368421,-122.39929428985508,-122.40043440579711,37.799967,-122.399864,4.0,0.0,0.0,0.0,1.0,1,0
5952,5952,37.75252765789473,37.75343126315789,-122.3878931304348,-122.3890332463768,37.752979,-122.388463,0.0,0.0,3.0,1.0,3.0,1,1
11274,11274,37.79680431578947,37.79770792105264,-122.44489892753624,-122.44603904347828,37.797256,-122.445469,4.0,1.0,5.0,0.0,2.0,1,0
8015,8015,37.76879255263158,37.769696157894735,-122.39017336231883,-122.39131347826088,37.769244,-122.390743,0.0,0.0,0.0,0.0,3.0,1,0
5862,5862,37.75162405263158,37.75252765789473,-122.42095649275365,-122.42209660869564,37.752076,-122.421527,2.0,0.0,0.0,1.0,1.0,1,1
10740,10740,37.791382684210525,37.79228628947368,-122.4038547536232,-122.40499486956524,37.791834,-122.404425,0.0,0.0,0.0,4.0,3.0,1,1
10984,10984,37.7940935,37.79499710526316,-122.3924535942029,-122.39359371014493,37.794545,-122.393024,0.0,1.0,0.0,3.0,3.0,1,1
8118,8118,37.76879255263158,37.769696157894735,-122.50760530434783,-122.50874542028986,37.769244,-122.508175,1.0,0.0,0.0,0.0,3.0,1,0
9731,9731,37.78234663157895,37.78325023684211,-122.42323672463768,-122.42437684057973,37.782798,-122.423807,1.0,2.0,0.0,8.0,1.0,1,1
1931,1931,37.72270868421053,37.72361228947368,-122.45059950724638,-122.45173962318842,37.72316,-122.45117,0.0,2.0,0.0,4.0,2.0,1,1
6781,6781,37.75885289473684,37.7597565,-122.4118355652174,-122.41297568115942,37.759305,-122.412406,4.0,0.0,0.0,2.0,1.0,1,1
6087,6087,37.75343126315789,37.754334868421054,-122.4118355652174,-122.41297568115942,37.753883,-122.412406,4.0,0.0,0.0,1.0,2.0,1,1
3278,3278,37.7317447368421,37.732648342105264,-122.48594310144928,-122.48708321739132,37.732197,-122.486513,4.0,0.0,0.0,0.0,1.0,1,0
4038,4038,37.738069973684205,37.738973578947366,-122.39131347826088,-122.3924535942029,37.738522,-122.391884,1.0,0.0,0.0,2.0,1.0,1,1
2269,2269,37.7254195,37.72632310526316,-122.39131347826088,-122.3924535942029,37.725871,-122.391884,4.0,0.0,0.0,0.0,1.0,1,0
8265,8265,37.77059976315789,37.77150336842105,-122.41867626086956,-122.4198163768116,37.771052,-122.419246,1.0,0.0,0.0,3.0,4.0,1,1
10485,10485,37.78867186842105,37.78957547368421,-122.41753614492754,-122.41867626086956,37.789124,-122.418106,0.0,0.0,0.0,5.0,2.0,1,1
4776,4776,37.74349160526316,37.74439521052632,-122.4038547536232,-122.40499486956524,37.743943,-122.404425,0.0,0.0,0.0,2.0,2.0,1,1
12,12,37.708251,37.70915460526315,-122.40499486956524,-122.40613498550724,37.708703,-122.405565,1.0,5.0,4.0,4.0,3.0,1,1
164,164,37.70915460526315,37.71005821052631,-122.44945939130436,-122.45059950724638,37.709606,-122.450029,1.0,1.0,0.0,1.0,2.0,1,1
8514,8514,37.77240697368421,37.77331057894737,-122.4471791594203,-122.44831927536232,37.772859,-122.447749,0.0,0.0,0.0,0.0,1.0,1,0
3679,3679,37.735359157894734,37.736262763157896,-122.39131347826088,-122.3924535942029,37.735811,-122.391884,4.0,1.0,0.0,1.0,3.0,1,1
709,709,37.71367263157895,37.714576236842106,-122.435778,-122.43691811594204,37.714124,-122.436348,0.0,3.0,0.0,2.0,7.0,1,1
11705,11705,37.80222594736842,37.80312955263157,-122.41297568115942,-122.41411579710146,37.802678,-122.413546,4.0,3.0,0.0,2.0,1.0,1,1
6941,6941,37.7597565,37.76066010526316,-122.4631407826087,-122.46428089855073,37.760208,-122.463711,0.0,0.0,0.0,2.0,1.0,1,1
5400,5400,37.74800963157895,37.7489132368421,-122.44147857971016,-122.4426186956522,37.748461,-122.442049,2.0,1.0,4.0,0.0,1.0,1,0
3723,3723,37.735359157894734,37.736262763157896,-122.44147857971016,-122.4426186956522,37.735811,-122.442049,0.0,0.0,0.0,2.0,1.0,1,1
9841,9841,37.78325023684211,37.78415384210526,-122.42095649275365,-122.42209660869564,37.783702,-122.421527,0.0,0.0,0.0,1.0,7.0,1,1
5919,5919,37.75162405263158,37.75252765789473,-122.48594310144928,-122.48708321739132,37.752076,-122.486513,6.0,0.0,1.0,1.0,2.0,1,1
9999,9999,37.78415384210526,37.785057447368416,-122.47340182608696,-122.474541942029,37.784606,-122.473972,4.0,0.0,0.0,1.0,4.0,1,1
6607,6607,37.75704568421053,37.757949289473686,-122.47796228985509,-122.47910240579712,37.757497,-122.478532,4.0,0.0,0.0,1.0,2.0,1,1
9377,9377,37.77963581578948,37.78053942105263,-122.40271463768116,-122.4038547536232,37.780088,-122.403285,1.0,1.0,0.0,11.0,5.0,1,1
4168,4168,37.738973578947366,37.73987718421053,-122.40499486956524,-122.40613498550724,37.739425,-122.405565,2.0,0.0,0.0,0.0,1.0,1,0
273,273,37.71005821052631,37.710961815789474,-122.4471791594203,-122.44831927536232,37.71051,-122.447749,3.0,0.0,0.0,0.0,1.0,1,0
3828,3828,37.736262763157896,37.73716636842105,-122.42551695652176,-122.42665707246375,37.736715,-122.426087,0.0,0.0,0.0,0.0,1.0,1,0
7849,7849,37.76698534210526,37.76788894736842,-122.4585803188406,-122.4597204347826,37.767437,-122.45915,0.0,0.0,0.0,1.0,2.0,1,1
10472,10472,37.78867186842105,37.78957547368421,-122.40271463768116,-122.4038547536232,37.789124,-122.403285,0.0,0.0,0.0,3.0,5.0,1,1
9581,9581,37.78053942105263,37.781443026315785,-122.50760530434783,-122.50874542028986,37.780991,-122.508175,0.0,0.0,0.0,0.0,2.0,1,0
2931,2931,37.72993752631579,37.73084113157894,-122.3844727826087,-122.38561289855072,37.730389,-122.385043,3.0,2.0,2.0,0.0,2.0,1,0
6747,6747,37.757949289473686,37.75885289473684,-122.50532507246378,-122.5064651884058,37.758401,-122.505895,4.0,2.0,0.0,0.0,2.0,1,0
4058,4058,37.738069973684205,37.738973578947366,-122.41411579710146,-122.41525591304348,37.738522,-122.414686,7.0,2.0,0.0,0.0,1.0,1,0
7131,7131,37.76156371052632,37.76246731578947,-122.41639602898552,-122.41753614492754,37.762016,-122.416966,0.0,0.0,0.0,3.0,3.0,1,1
6075,6075,37.75343126315789,37.754334868421054,-122.39815417391306,-122.39929428985508,37.753883,-122.398724,4.0,1.0,1.0,0.0,1.0,1,0
6051,6051,37.75252765789473,37.75343126315789,-122.50076460869566,-122.50190472463768,37.752979,-122.501335,4.0,1.0,0.0,0.0,1.0,1,0
7698,7698,37.7660817368421,37.76698534210526,-122.41525591304348,-122.41639602898552,37.766534,-122.415826,0.0,0.0,0.0,5.0,4.0,1,1
6720,6720,37.757949289473686,37.75885289473684,-122.474541942029,-122.47568205797104,37.758401,-122.475112,8.0,0.0,6.0,1.0,1.0,1,1
59,59,37.708251,37.70915460526315,-122.4585803188406,-122.4597204347826,37.708703,-122.45915,2.0,0.0,0.0,0.0,2.0,1,0
2063,2063,37.72361228947368,37.72451589473684,-122.45401985507247,-122.4551599710145,37.724064,-122.45459,0.0,0.0,0.0,0.0,2.0,1,0
4866,4866,37.74349160526316,37.74439521052632,-122.5064651884058,-122.50760530434783,37.743943,-122.507035,5.0,0.0,0.0,0.0,1.0,1,0
8156,8156,37.769696157894735,37.77059976315789,-122.42209660869564,-122.42323672463768,37.770148,-122.422667,0.0,0.0,0.0,11.0,9.0,1,1
3912,3912,37.73716636842105,37.738069973684205,-122.3844727826087,-122.38561289855072,37.737618,-122.385043,0.0,0.0,1.0,0.0,1.0,1,0
7137,7137,37.76156371052632,37.76246731578947,-122.42323672463768,-122.42437684057973,37.762016,-122.423807,0.0,1.0,0.0,8.0,5.0,1,1
10487,10487,37.78867186842105,37.78957547368421,-122.4198163768116,-122.42095649275365,37.789124,-122.420386,2.0,1.0,7.0,4.0,4.0,1,1
3949,3949,37.73716636842105,37.738069973684205,-122.42665707246375,-122.4277971884058,37.737618,-122.427227,5.0,0.0,0.0,0.0,2.0,1,0
11991,11991,37.80584036842105,37.806743973684206,-122.41867626086956,-122.4198163768116,37.806292,-122.419246,2.0,0.0,4.0,0.0,2.0,1,0
5591,5591,37.74981684210526,37.75072044736842,-122.38675301449275,-122.3878931304348,37.750269,-122.387323,0.0,0.0,0.0,8.0,4.0,1,1
7355,7355,37.76337092105263,37.76427452631579,-122.41069544927537,-122.4118355652174,37.763823,-122.411266,4.0,0.0,0.0,0.0,1.0,1,0
7732,7732,37.7660817368421,37.76698534210526,-122.45401985507247,-122.4551599710145,37.766534,-122.45459,3.0,2.0,0.0,1.0,2.0,1,1
7442,7442,37.76337092105263,37.76427452631579,-122.50988553623188,-122.51102565217391,37.763823,-122.510456,0.0,1.0,0.0,1.0,1.0,1,1
9398,9398,37.77963581578948,37.78053942105263,-122.42665707246375,-122.4277971884058,37.780088,-122.427227,0.0,0.0,0.0,4.0,3.0,1,1
9510,9510,37.78053942105263,37.781443026315785,-122.42665707246375,-122.4277971884058,37.780991,-122.427227,0.0,0.0,1.0,2.0,3.0,1,1
7924,7924,37.76788894736842,37.76879255263158,-122.41525591304348,-122.41639602898552,37.768341,-122.415826,0.0,2.0,0.0,2.0,5.0,1,1
3811,3811,37.736262763157896,37.73716636842105,-122.40613498550724,-122.40727510144929,37.736715,-122.406705,0.0,0.0,0.0,2.0,2.0,1,1
11021,11021,37.7940935,37.79499710526316,-122.43463788405798,-122.435778,37.794545,-122.435208,4.0,1.0,0.0,1.0,1.0,1,1
6742,6742,37.757949289473686,37.75885289473684,-122.49962449275364,-122.50076460869566,37.758401,-122.500195,4.0,0.0,0.0,0.0,1.0,1,0
1665,1665,37.72090147368421,37.72180507894737,-122.43691811594204,-122.43805823188409,37.721353,-122.437488,1.0,2.0,0.0,7.0,6.0,1,1
10567,10567,37.78957547368421,37.79047907894737,-122.40841521739132,-122.40955533333334,37.790027,-122.408985,0.0,2.0,1.0,0.0,2.0,1,0
6411,6411,37.75614207894736,37.75704568421053,-122.38675301449275,-122.3878931304348,37.756594,-122.387323,0.0,0.0,0.0,1.0,1.0,1,1
6750,6750,37.757949289473686,37.75885289473684,-122.50874542028986,-122.50988553623188,37.758401,-122.509315,3.0,0.0,0.0,0.0,2.0,1,0
4185,4185,37.738973578947366,37.73987718421053,-122.42437684057973,-122.42551695652176,37.739425,-122.424947,4.0,1.0,0.0,0.0,1.0,1,0
9612,9612,37.781443026315785,37.78234663157895,-122.41525591304348,-122.41639602898552,37.781895,-122.415826,0.0,0.0,0.0,6.0,11.0,1,1
7703,7703,37.7660817368421,37.76698534210526,-122.42095649275365,-122.42209660869564,37.766534,-122.421527,2.0,1.0,0.0,8.0,12.0,1,1
1666,1666,37.72090147368421,37.72180507894737,-122.43805823188409,-122.43919834782608,37.721353,-122.438628,0.0,0.0,3.0,3.0,5.0,1,1
6000,6000,37.75252765789473,37.75343126315789,-122.4426186956522,-122.4437588115942,37.752979,-122.443189,0.0,0.0,0.0,0.0,1.0,1,0
1692,1692,37.72090147368421,37.72180507894737,-122.46770124637682,-122.46884136231884,37.721353,-122.468271,4.0,0.0,0.0,0.0,1.0,1,0
10161,10161,37.78596105263158,37.78686465789474,-122.40727510144929,-122.40841521739132,37.786413,-122.407845,0.0,3.0,0.0,2.0,2.0,1,1
3528,3528,37.73355194736842,37.73445555263157,-122.4905035652174,-122.49164368115945,37.734004,-122.491074,0.0,2.0,0.0,6.0,2.0,1,1
6276,6276,37.754334868421054,37.75523847368421,-122.49620414492756,-122.49734426086955,37.754787,-122.496774,2.0,0.0,0.0,0.0,1.0,1,0
6721,6721,37.757949289473686,37.75885289473684,-122.47568205797104,-122.47682217391304,37.758401,-122.476252,0.0,1.0,1.0,1.0,3.0,1,1
10825,10825,37.79228628947368,37.79318989473684,-122.40271463768116,-122.4038547536232,37.792738,-122.403285,0.0,1.0,0.0,5.0,8.0,1,1
10183,10183,37.78596105263158,37.78686465789474,-122.43235765217392,-122.43349776811594,37.786413,-122.432928,0.0,1.0,0.0,1.0,1.0,1,1
6487,6487,37.75614207894736,37.75704568421053,-122.47340182608696,-122.474541942029,37.756594,-122.473972,10.0,3.0,0.0,0.0,1.0,1,0
1931,1931,37.72270868421053,37.72361228947368,-122.45059950724638,-122.45173962318842,37.72316,-122.45117,0.0,2.0,0.0,4.0,2.0,1,1
10179,10179,37.78596105263158,37.78686465789474,-122.4277971884058,-122.42893730434784,37.786413,-122.428367,0.0,0.0,0.0,3.0,1.0,1,1
7637,7637,37.76517813157895,37.7660817368421,-122.474541942029,-122.47568205797104,37.76563,-122.475112,1.0,2.0,0.0,2.0,1.0,1,1
11010,11010,37.7940935,37.79499710526316,-122.42209660869564,-122.42323672463768,37.794545,-122.422667,0.0,2.0,0.0,2.0,6.0,1,1
