,Tile_ID,Lat1,Lat2,Long1,Long2,Mid_lat,Mid_long,Stop_Signs,Bus_stop,Paving,Future,Historical,Collision_rate,Collision_rate_score,Collision_binary
7214,7214,37.76156371052632,37.76246731578947,-122.51102565217391,-122.51216576811596,37.762016,-122.511596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3653,3653,37.73445555263157,37.735359157894734,-122.49734426086955,-122.4984843768116,37.734907,-122.497914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9802,9802,37.78234663157895,37.78325023684211,-122.50418495652174,-122.50532507246378,37.782798,-122.504755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4317,4317,37.73987718421053,37.74078078947368,-122.44033846376811,-122.44147857971016,37.740329,-122.440909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4437,4437,37.74078078947368,37.74168439473684,-122.43691811594204,-122.43805823188409,37.741233,-122.437488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2443,2443,37.72632310526316,37.72722671052631,-122.43805823188409,-122.43919834782608,37.726775,-122.438628,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7114,7114,37.76156371052632,37.76246731578947,-122.39701405797102,-122.39815417391306,37.762016,-122.397584,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
968,968,37.71547984210526,37.716383447368415,-122.47568205797104,-122.47682217391304,37.715932,-122.476252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
259,259,37.71005821052631,37.710961815789474,-122.43121753623188,-122.43235765217392,37.71051,-122.431788,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0
4409,4409,37.74078078947368,37.74168439473684,-122.40499486956524,-122.40613498550724,37.741233,-122.405565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10766,10766,37.791382684210525,37.79228628947368,-122.43349776811594,-122.43463788405798,37.791834,-122.434068,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7198,7198,37.76156371052632,37.76246731578947,-122.49278379710144,-122.49392391304347,37.762016,-122.493354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10877,10877,37.79228628947368,37.79318989473684,-122.46200066666668,-122.4631407826087,37.792738,-122.462571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4500,4500,37.74078078947368,37.74168439473684,-122.50874542028986,-122.50988553623188,37.741233,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10031,10031,37.78415384210526,37.785057447368416,-122.50988553623188,-122.51102565217391,37.784606,-122.510456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10734,10734,37.791382684210525,37.79228628947368,-122.39701405797102,-122.39815417391306,37.791834,-122.397584,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0
11653,11653,37.80132234210527,37.80222594736842,-122.43691811594204,-122.43805823188409,37.801774,-122.437488,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12069,12069,37.806743973684206,37.80764757894737,-122.43463788405798,-122.435778,37.807196,-122.435208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9306,9306,37.77873221052632,37.77963581578948,-122.44945939130436,-122.45059950724638,37.779184,-122.450029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6260,6260,37.754334868421054,37.75523847368421,-122.47796228985509,-122.47910240579712,37.754787,-122.478532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3539,3539,37.73355194736842,37.73445555263157,-122.50304484057972,-122.50418495652174,37.734004,-122.503615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10101,10101,37.785057447368416,37.78596105263158,-122.46428089855073,-122.46542101449276,37.785509,-122.464851,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
819,819,37.714576236842106,37.71547984210526,-122.43349776811594,-122.43463788405798,37.715028,-122.434068,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0
12054,12054,37.806743973684206,37.80764757894737,-122.41753614492754,-122.41867626086956,37.807196,-122.418106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11611,11611,37.8004187368421,37.80132234210527,-122.47568205797104,-122.47682217391304,37.800871,-122.476252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1141,1141,37.717287052631576,37.71819065789474,-122.40613498550724,-122.40727510144929,37.717739,-122.406705,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0
9567,9567,37.78053942105263,37.781443026315785,-122.49164368115945,-122.49278379710144,37.780991,-122.492214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5333,5333,37.74710602631579,37.74800963157895,-122.49164368115945,-122.49278379710144,37.747558,-122.492214,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
530,530,37.71186542105263,37.71276902631578,-122.48708321739132,-122.48822333333334,37.712317,-122.487653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8670,8670,37.77331057894737,37.77421418421052,-122.49278379710144,-122.49392391304347,37.773762,-122.493354,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10337,10337,37.78686465789474,37.78776826315789,-122.48366286956522,-122.48480298550726,37.787316,-122.484233,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
3084,3084,37.73084113157894,37.7317447368421,-122.41069544927537,-122.4118355652174,37.731293,-122.411266,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0
10318,10318,37.78686465789474,37.78776826315789,-122.46200066666668,-122.4631407826087,37.787316,-122.462571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4568,4568,37.74168439473684,37.742588,-122.44603904347828,-122.4471791594203,37.742136,-122.446609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7915,7915,37.76788894736842,37.76879255263158,-122.40499486956524,-122.40613498550724,37.768341,-122.405565,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3346,3346,37.732648342105264,37.73355194736842,-122.42095649275365,-122.42209660869564,37.7331,-122.421527,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9037,9037,37.776925,37.77782860526315,-122.39815417391306,-122.39929428985508,37.777377,-122.398724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1104,1104,37.716383447368415,37.717287052631576,-122.4984843768116,-122.49962449275364,37.716835,-122.499054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1673,1673,37.72090147368421,37.72180507894737,-122.44603904347828,-122.4471791594203,37.721353,-122.446609,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
11823,11823,37.80312955263157,37.804033157894736,-122.46542101449276,-122.46656113043478,37.803581,-122.465991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10828,10828,37.79228628947368,37.79318989473684,-122.40613498550724,-122.40727510144929,37.792738,-122.406705,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
6733,6733,37.757949289473686,37.75885289473684,-122.48936344927536,-122.4905035652174,37.758401,-122.489934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10970,10970,37.79318989473684,37.7940935,-122.47226171014492,-122.47340182608696,37.793642,-122.472832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9558,9558,37.78053942105263,37.781443026315785,-122.48138263768116,-122.4825227536232,37.780991,-122.481953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10452,10452,37.78776826315789,37.78867186842105,-122.49734426086955,-122.4984843768116,37.78822,-122.497914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11121,11121,37.79499710526316,37.79590071052631,-122.45401985507247,-122.4551599710145,37.795449,-122.45459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2213,2213,37.72451589473684,37.7254195,-122.47682217391304,-122.47796228985509,37.724968,-122.477392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6489,6489,37.75614207894736,37.75704568421053,-122.47568205797104,-122.47682217391304,37.756594,-122.476252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8655,8655,37.77331057894737,37.77421418421052,-122.47568205797104,-122.47682217391304,37.773762,-122.476252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8971,8971,37.77602139473685,37.776925,-122.44945939130436,-122.45059950724638,37.776473,-122.450029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11785,11785,37.80312955263157,37.804033157894736,-122.42209660869564,-122.42323672463768,37.803581,-122.422667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1847,1847,37.72180507894737,37.72270868421053,-122.49962449275364,-122.50076460869566,37.722257,-122.500195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5308,5308,37.74710602631579,37.74800963157895,-122.4631407826087,-122.46428089855073,37.747558,-122.463711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8276,8276,37.77059976315789,37.77150336842105,-122.43121753623188,-122.43235765217392,37.771052,-122.431788,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0
5417,5417,37.74800963157895,37.7489132368421,-122.46086055072465,-122.46200066666668,37.748461,-122.461431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3898,3898,37.736262763157896,37.73716636842105,-122.50532507246378,-122.5064651884058,37.736715,-122.505895,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
877,877,37.714576236842106,37.71547984210526,-122.49962449275364,-122.50076460869566,37.715028,-122.500195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7213,7213,37.76156371052632,37.76246731578947,-122.50988553623188,-122.51102565217391,37.762016,-122.510456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6100,6100,37.75343126315789,37.754334868421054,-122.42665707246375,-122.4277971884058,37.753883,-122.427227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9315,9315,37.77873221052632,37.77963581578948,-122.4597204347826,-122.46086055072465,37.779184,-122.46029,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1158,1158,37.717287052631576,37.71819065789474,-122.42551695652176,-122.42665707246375,37.717739,-122.426087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1735,1735,37.72180507894737,37.72270868421053,-122.3685111594203,-122.36965127536232,37.722257,-122.369081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11436,11436,37.79861152631579,37.79951513157894,-122.44945939130436,-122.45059950724638,37.799063,-122.450029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6684,6684,37.757949289473686,37.75885289473684,-122.43349776811594,-122.43463788405798,37.758401,-122.434068,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
5909,5909,37.75162405263158,37.75252765789473,-122.474541942029,-122.47568205797104,37.752076,-122.475112,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1471,1471,37.71909426315789,37.719997868421046,-122.50076460869566,-122.50190472463768,37.719546,-122.501335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2056,2056,37.72361228947368,37.72451589473684,-122.44603904347828,-122.4471791594203,37.724064,-122.446609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7764,7764,37.7660817368421,37.76698534210526,-122.4905035652174,-122.49164368115945,37.766534,-122.491074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4289,4289,37.73987718421053,37.74078078947368,-122.40841521739132,-122.40955533333334,37.740329,-122.408985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7287,7287,37.76246731578947,37.76337092105263,-122.46200066666668,-122.4631407826087,37.762919,-122.462571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6107,6107,37.75343126315789,37.754334868421054,-122.43463788405798,-122.435778,37.753883,-122.435208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1166,1166,37.717287052631576,37.71819065789474,-122.43463788405798,-122.435778,37.717739,-122.435208,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
12086,12086,37.806743973684206,37.80764757894737,-122.47226171014492,-122.47340182608696,37.807196,-122.472832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2992,2992,37.72993752631579,37.73084113157894,-122.45401985507247,-122.4551599710145,37.730389,-122.45459,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10944,10944,37.79318989473684,37.7940935,-122.4426186956522,-122.4437588115942,37.793642,-122.443189,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3171,3171,37.7317447368421,37.732648342105264,-122.36395069565218,-122.3650908115942,37.732197,-122.364521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9709,9709,37.78234663157895,37.78325023684211,-122.39815417391306,-122.39929428985508,37.782798,-122.398724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8194,8194,37.769696157894735,37.77059976315789,-122.46542101449276,-122.46656113043478,37.770148,-122.465991,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
7589,7589,37.76517813157895,37.7660817368421,-122.4198163768116,-122.42095649275365,37.76563,-122.420386,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
3844,3844,37.736262763157896,37.73716636842105,-122.4437588115942,-122.44489892753624,37.736715,-122.444329,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
9103,9103,37.776925,37.77782860526315,-122.47340182608696,-122.474541942029,37.777377,-122.473972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3472,3472,37.73355194736842,37.73445555263157,-122.42665707246375,-122.4277971884058,37.734004,-122.427227,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0
4668,4668,37.742588,37.74349160526316,-122.4198163768116,-122.42095649275365,37.74304,-122.420386,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0
10277,10277,37.78686465789474,37.78776826315789,-122.41525591304348,-122.41639602898552,37.787316,-122.415826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1996,1996,37.72361228947368,37.72451589473684,-122.37763208695652,-122.37877220289856,37.724064,-122.378202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8782,8782,37.77421418421052,37.77511778947368,-122.48936344927536,-122.4905035652174,37.774666,-122.489934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4696,4696,37.742588,37.74349160526316,-122.45173962318842,-122.45287973913044,37.74304,-122.45231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10872,10872,37.79228628947368,37.79318989473684,-122.45630008695652,-122.45744020289855,37.792738,-122.45687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10473,10473,37.78867186842105,37.78957547368421,-122.4038547536232,-122.40499486956524,37.789124,-122.404425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4845,4845,37.74349160526316,37.74439521052632,-122.4825227536232,-122.48366286956522,37.743943,-122.483093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11270,11270,37.79680431578947,37.79770792105264,-122.44033846376811,-122.44147857971016,37.797256,-122.440909,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0
4375,4375,37.73987718421053,37.74078078947368,-122.5064651884058,-122.50760530434783,37.740329,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2396,2396,37.72632310526316,37.72722671052631,-122.3844727826087,-122.38561289855072,37.726775,-122.385043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4763,4763,37.74349160526316,37.74439521052632,-122.3890332463768,-122.39017336231883,37.743943,-122.389603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11572,11572,37.8004187368421,37.80132234210527,-122.43121753623188,-122.43235765217392,37.800871,-122.431788,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0
7527,7527,37.76427452631579,37.76517813157895,-122.47796228985509,-122.47910240579712,37.764726,-122.478532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4202,4202,37.738973578947366,37.73987718421053,-122.4437588115942,-122.44489892753624,37.739425,-122.444329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
260,260,37.71005821052631,37.710961815789474,-122.43235765217392,-122.43349776811594,37.71051,-122.432928,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5253,5253,37.74710602631579,37.74800963157895,-122.40043440579711,-122.40157452173914,37.747558,-122.401004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3546,3546,37.73445555263157,37.735359157894734,-122.37535185507248,-122.3764919710145,37.734907,-122.375922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4446,4446,37.74078078947368,37.74168439473684,-122.4471791594203,-122.44831927536232,37.741233,-122.447749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3583,3583,37.73445555263157,37.735359157894734,-122.41753614492754,-122.41867626086956,37.734907,-122.418106,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0
6725,6725,37.757949289473686,37.75885289473684,-122.48024252173914,-122.48138263768116,37.758401,-122.480813,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
10810,10810,37.791382684210525,37.79228628947368,-122.48366286956522,-122.48480298550726,37.791834,-122.484233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
933,933,37.71547984210526,37.716383447368415,-122.435778,-122.43691811594204,37.715932,-122.436348,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0
1726,1726,37.72090147368421,37.72180507894737,-122.5064651884058,-122.50760530434783,37.721353,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10816,10816,37.79228628947368,37.79318989473684,-122.3924535942029,-122.39359371014493,37.792738,-122.393024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8251,8251,37.77059976315789,37.77150336842105,-122.40271463768116,-122.4038547536232,37.771052,-122.403285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9356,9356,37.77873221052632,37.77963581578948,-122.5064651884058,-122.50760530434783,37.779184,-122.507035,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0
4806,4806,37.74349160526316,37.74439521052632,-122.43805823188409,-122.43919834782608,37.743943,-122.438628,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
3404,3404,37.732648342105264,37.73355194736842,-122.48708321739132,-122.48822333333334,37.7331,-122.487653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11283,11283,37.79680431578947,37.79770792105264,-122.4551599710145,-122.45630008695652,37.797256,-122.45573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
981,981,37.71547984210526,37.716383447368415,-122.4905035652174,-122.49164368115945,37.715932,-122.491074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7720,7720,37.7660817368421,37.76698534210526,-122.44033846376811,-122.44147857971016,37.766534,-122.440909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11976,11976,37.80584036842105,37.806743973684206,-122.40157452173914,-122.40271463768116,37.806292,-122.402145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6766,6766,37.75885289473684,37.7597565,-122.39473382608696,-122.39587394202898,37.759305,-122.395304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8924,8924,37.77602139473685,37.776925,-122.39587394202898,-122.39701405797102,37.776473,-122.396444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
4722,4722,37.742588,37.74349160526316,-122.48138263768116,-122.4825227536232,37.74304,-122.481953,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0
7666,7666,37.76517813157895,37.7660817368421,-122.50760530434783,-122.50874542028986,37.76563,-122.508175,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
3543,3543,37.73355194736842,37.73445555263157,-122.50760530434783,-122.50874542028986,37.734004,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9458,9458,37.77963581578948,37.78053942105263,-122.49506402898552,-122.49620414492756,37.780088,-122.495634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
654,654,37.71276902631578,37.71367263157895,-122.50076460869566,-122.50190472463768,37.713221,-122.501335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
983,983,37.71547984210526,37.716383447368415,-122.49278379710144,-122.49392391304347,37.715932,-122.493354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3771,3771,37.735359157894734,37.736262763157896,-122.49620414492756,-122.49734426086955,37.735811,-122.496774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1366,1366,37.71909426315789,37.719997868421046,-122.38105243478262,-122.38219255072464,37.719546,-122.381622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11800,11800,37.80312955263157,37.804033157894736,-122.43919834782608,-122.44033846376811,37.803581,-122.439768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11353,11353,37.79770792105264,37.79861152631579,-122.4437588115942,-122.44489892753624,37.79816,-122.444329,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10587,10587,37.78957547368421,37.79047907894737,-122.43121753623188,-122.43235765217392,37.790027,-122.431788,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
3535,3535,37.73355194736842,37.73445555263157,-122.4984843768116,-122.49962449275364,37.734004,-122.499054,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
7307,7307,37.76246731578947,37.76337092105263,-122.48480298550726,-122.48594310144928,37.762919,-122.485373,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7289,7289,37.76246731578947,37.76337092105263,-122.46428089855073,-122.46542101449276,37.762919,-122.464851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11833,11833,37.80312955263157,37.804033157894736,-122.47682217391304,-122.47796228985509,37.803581,-122.477392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6824,6824,37.75885289473684,37.7597565,-122.46086055072465,-122.46200066666668,37.759305,-122.461431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6587,6587,37.75704568421053,37.757949289473686,-122.4551599710145,-122.45630008695652,37.757497,-122.45573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1269,1269,37.71819065789474,37.71909426315789,-122.41411579710146,-122.41525591304348,37.718642,-122.414686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9787,9787,37.78234663157895,37.78325023684211,-122.48708321739132,-122.48822333333334,37.782798,-122.487653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6382,6382,37.75523847368421,37.75614207894736,-122.48594310144928,-122.48708321739132,37.75569,-122.486513,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0
6339,6339,37.75523847368421,37.75614207894736,-122.43691811594204,-122.43805823188409,37.75569,-122.437488,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0
4478,4478,37.74078078947368,37.74168439473684,-122.48366286956522,-122.48480298550726,37.741233,-122.484233,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0
4089,4089,37.738069973684205,37.738973578947366,-122.44945939130436,-122.45059950724638,37.738522,-122.450029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5880,5880,37.75162405263158,37.75252765789473,-122.44147857971016,-122.4426186956522,37.752076,-122.442049,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0
3507,3507,37.73355194736842,37.73445555263157,-122.46656113043478,-122.46770124637682,37.734004,-122.467131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4931,4931,37.74439521052632,37.74529881578947,-122.4426186956522,-122.4437588115942,37.744847,-122.443189,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2701,2701,37.72813031578947,37.72903392105263,-122.4277971884058,-122.42893730434784,37.728582,-122.428367,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0
852,852,37.714576236842106,37.71547984210526,-122.4711215942029,-122.47226171014492,37.715028,-122.471692,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
3769,3769,37.735359157894734,37.736262763157896,-122.49392391304347,-122.49506402898552,37.735811,-122.494494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4758,4758,37.74349160526316,37.74439521052632,-122.38333266666667,-122.3844727826087,37.743943,-122.383903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1120,1120,37.717287052631576,37.71819065789474,-122.38219255072464,-122.38333266666667,37.717739,-122.382763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5586,5586,37.74981684210526,37.75072044736842,-122.38105243478262,-122.38219255072464,37.750269,-122.381622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1151,1151,37.717287052631576,37.71819065789474,-122.41753614492754,-122.41867626086956,37.717739,-122.418106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11362,11362,37.79770792105264,37.79861152631579,-122.45401985507247,-122.4551599710145,37.79816,-122.45459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3116,3116,37.73084113157894,37.7317447368421,-122.4471791594203,-122.44831927536232,37.731293,-122.447749,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
311,311,37.71005821052631,37.710961815789474,-122.4905035652174,-122.49164368115945,37.71051,-122.491074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11580,11580,37.8004187368421,37.80132234210527,-122.44033846376811,-122.44147857971016,37.800871,-122.440909,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0
4186,4186,37.738973578947366,37.73987718421053,-122.42551695652176,-122.42665707246375,37.739425,-122.426087,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7774,7774,37.7660817368421,37.76698534210526,-122.50190472463768,-122.50304484057972,37.766534,-122.502475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11770,11770,37.80312955263157,37.804033157894736,-122.40499486956524,-122.40613498550724,37.803581,-122.405565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3925,3925,37.73716636842105,37.738069973684205,-122.39929428985508,-122.40043440579711,37.737618,-122.399864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8556,8556,37.77240697368421,37.77331057894737,-122.49506402898552,-122.49620414492756,37.772859,-122.495634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1123,1123,37.717287052631576,37.71819065789474,-122.38561289855072,-122.38675301449275,37.717739,-122.386183,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0
9035,9035,37.776925,37.77782860526315,-122.39587394202898,-122.39701405797102,37.777377,-122.396444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1826,1826,37.72180507894737,37.72270868421053,-122.47568205797104,-122.47682217391304,37.722257,-122.476252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7863,7863,37.76698534210526,37.76788894736842,-122.474541942029,-122.47568205797104,37.767437,-122.475112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2183,2183,37.72451589473684,37.7254195,-122.4426186956522,-122.4437588115942,37.724968,-122.443189,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
7912,7912,37.76788894736842,37.76879255263158,-122.40157452173914,-122.40271463768116,37.768341,-122.402145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10171,10171,37.78596105263158,37.78686465789474,-122.41867626086956,-122.4198163768116,37.786413,-122.419246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
2120,2120,37.72451589473684,37.7254195,-122.37079139130437,-122.3719315072464,37.724968,-122.371361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2506,2506,37.72722671052631,37.72813031578947,-122.35825011594204,-122.35939023188406,37.727679,-122.35882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12191,12191,37.80945478947368,37.81035839473684,-122.36737104347829,-122.3685111594203,37.809907,-122.367941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1892,1892,37.72270868421053,37.72361228947368,-122.40613498550724,-122.40727510144929,37.72316,-122.406705,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
11032,11032,37.7940935,37.79499710526316,-122.4471791594203,-122.44831927536232,37.794545,-122.447749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3718,3718,37.735359157894734,37.736262763157896,-122.435778,-122.43691811594204,37.735811,-122.436348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
